IMO,Name,Flag,Type,Age,Date d'inspection,Type d'inspection,Port d'inspection,Nombre de deficienes,Detentions,,,,
9283538,LAKE ONTARIO,Antigua and Barbuda,Bulk carrier,14,18/09/2017,Expanded inspection,Canada - Windsor,3,,,,,
9566552,LIMNOS,Malta,Bulk carrier,7,18/09/2017,More detailed inspection,Belgium - Gent,6,,,,,
9717515,MARGUERITA,Liberia,Bulk carrier,2,18/09/2017,More detailed inspection,Canada - Pt Tupper,1,,,,,
9571595,MARIANA,Panama,Bulk carrier,5,18/09/2017,More detailed inspection,Greece - Piraeus,4,,,,,
7383554,MICHALIS,Greece,General cargo/multipurpose,42,18/09/2017,More detailed inspection,Cyprus - Limassol,7,,,,,
9414955,NEW AGE,Panama,General cargo/multipurpose,11,18/09/2017,More detailed inspection,United Kingdom - Teesport,2,,,,,
9337614,NYK DAEDALUS,Panama,Container,10,18/09/2017,Initial inspection,Germany - Hamburg,2,,,,,
7704057,PALICA,Poland,Oil tanker,40,18/09/2017,Expanded inspection,Denmark - Kobenhavn,4,,,,,
9568574,PIET,Liberia,Bulk carrier,6,18/09/2017,More detailed inspection,Netherlands - Amsterdam,4,,,,,
9573713,SAGE AMAZON,Liberia,Bulk carrier,5,18/09/2017,Initial inspection,Belgium - Antwerpen,1,,,,,
9467952,SAM PANTHER,Liberia,Bulk carrier,8,18/09/2017,More detailed inspection,Ireland - Foynes,4,,,,,
9359650,SILVER RIVER,Faroe Islands,General cargo/multipurpose,10,18/09/2017,Initial inspection,Lithuania - Klaipeda,1,,,,,
9564140,STRANDJA,Malta,Bulk carrier,7,18/09/2017,More detailed inspection,France - Rouen (GPM),1,,,,,
9415636,SUN BIRD,Antigua and Barbuda,General cargo/multipurpose,23,18/09/2017,More detailed inspection,Belgium - Gent,5,,,,,
9327188,ULUS BREEZE,Russian Federation,General cargo/multipurpose,12,18/09/2017,More detailed inspection,Italy - Molfetta,3,,,,,
8230596,VOLGO-BALT 245,Russian Federation,General cargo/multipurpose,34,18/09/2017,More detailed inspection,Italy - Venice,2,,,,,
9229116,VOSSBORG,Panama,General cargo/multipurpose,19,18/09/2017,More detailed inspection,France - Lorient,7,Detention,,,,
9304631,ALBAYZIN,Cyprus,Ro-Ro passenger ship,14,19/09/2017,Expanded inspection,Spain - Cadiz,10,,,,,
8815293,AMAZIGH S1,Palau,General cargo/multipurpose,30,19/09/2017,Expanded inspection,Greece - Kalilimenes,3,,,,,
9453236,AS VINCENTIA,Liberia,Bulk carrier,8,19/09/2017,More detailed inspection,Italy - Venice,2,,,,,
9138202,BALTIC MERCHANT,"Gibraltar, UK",General cargo/multipurpose,20,19/09/2017,Initial inspection,Finland - Kotka,2,,,,,
9503744,BEHCET C,Panama,Bulk carrier,9,19/09/2017,More detailed inspection,Italy - Monfalcone,15,,,,,
9713894,CASTOR LEADER,Panama,Ro-Ro cargo,3,19/09/2017,Initial inspection,Belgium - Zeebrugge,2,,,,,
9395616,CONTSHIP TOP,Liberia,General cargo/multipurpose,12,19/09/2017,More detailed inspection,Malta - Marsaxlokk,5,,,,,
9087233,FATMA SARI,Turkey,Bulk carrier,23,19/09/2017,Expanded inspection,Romania - Midia,3,,,,,
9005730,FERRO,Barbados,General cargo/multipurpose,26,19/09/2017,More detailed inspection,United Kingdom - Sunderland,7,,,,,
8231007,FORWARD,"Tanzania, United Republic of",General cargo/multipurpose,44,19/09/2017,More detailed inspection,Russian Federation - Rostov/Don,4,,,,,
9487689,FPMC B 106,Liberia,Bulk carrier,6,19/09/2017,More detailed inspection,Canada - Vancouver,3,,,,,
7942128,IVAN SERGIYENKO,Panama,General cargo/multipurpose,37,19/09/2017,More detailed inspection,Russian Federation - Azov,7,,,,,
9262754,IWATESAN,Panama,NLS tanker,15,19/09/2017,More detailed inspection,United Kingdom - Fawley,1,,,,,
9300879,IYO,Panama,General cargo/multipurpose,13,19/09/2017,Initial inspection,Spain - A Coruna,3,,,,,
9369069,MARMAKIRA,Antigua and Barbuda,General cargo/multipurpose,11,19/09/2017,Initial inspection,Netherlands - Rotterdam,1,,,,,
9650743,METIS LEADER,Panama,Ro-Ro cargo,6,19/09/2017,Initial inspection,Italy - Livorno,1,,,,,
9318008,MINERVA VASO,Greece,Oil tanker,11,19/09/2017,More detailed inspection,Canada - Holyrood,1,,,,,
9647461,MSC HAMBURG,Panama,Container,3,19/09/2017,More detailed inspection,Germany - Hamburg,2,,,,,
9231248,MSC INDIA,Portugal,Container,15,19/09/2017,More detailed inspection,Belgium - Antwerpen,2,,,,,
8918978,MSC SUEZ,Panama,Container,25,19/09/2017,Initial inspection,France - Le Havre (GPM),1,,,,,
9471795,NEW LEADER,Panama,Bulk carrier,6,19/09/2017,Initial inspection,Italy - Ravenna,3,,,,,
9210268,REK TITAN,Panama,General cargo/multipurpose,17,19/09/2017,Initial inspection,Croatia - Ploce,3,,,,,
7807744,RIGEL III,Cyprus,Ro-Ro passenger ship,39,19/09/2017,Expanded inspection,Italy - Bari,3,,,,,
8898489,SALAVAT,Russian Federation,General cargo/multipurpose,29,19/09/2017,More detailed inspection,Finland - Lappeenranta,1,,,,,
9300192,SARONIC SPIRE,Bahamas,General cargo/multipurpose,13,19/09/2017,Expanded inspection,Spain - Aviles,2,,,,,
9728849,SIDER TAYRONA,Panama,General cargo/multipurpose,6,19/09/2017,More detailed inspection,United Kingdom - Silvertown,8,,,,,
9586203,SOLARIS,Tuvalu,Tug,9,19/09/2017,More detailed inspection,Italy - Ortona,4,,,,,
7329144,SORMOVSKIY-32,Comoros,General cargo/multipurpose,43,19/09/2017,Expanded inspection,Russian Federation - Rostov/Don,8,Detention,,,,
8728062,STAROCHERKASSK,Togo,General cargo/multipurpose,37,19/09/2017,More detailed inspection,Russian Federation - Azov,9,,,,,
9100114,SULLBERG,Portugal,Oil tanker,23,19/09/2017,More detailed inspection,Germany - Hamburg,3,,,,,
9651280,SUNNY PUTNEY,Singapore,Bulk carrier,5,19/09/2017,More detailed inspection,Italy - Taranto,3,,,,,
9007879,TRANS CARRIER,Bahamas,Ro-Ro cargo,26,19/09/2017,More detailed inspection,Norway - Havik,4,,,,,
9642370,TRINA OLDENDORFF,Liberia,Bulk carrier,5,19/09/2017,More detailed inspection,Canada - Port Moody,1,,,,,
8516756,VEGA 1,Panama,General cargo/multipurpose,33,19/09/2017,More detailed inspection,Russian Federation - Temryuk,5,,,,,
9322011,VORONEZH,Cyprus,Container,9,19/09/2017,More detailed inspection,Russian Federation - Saint Petersburg,1,,,,,
9334600,ABAI,Kazakhstan,Oil tanker,12,20/09/2017,Expanded inspection,Russian Federation - Astrakhan,2,,,,,
9382061,ARGENT DAISY,Panama,Chemical tanker,8,20/09/2017,More detailed inspection,Belgium - Antwerpen,2,,,,,
9146558,BLUE SEA,Marshall Islands,Bulk carrier,20,20/09/2017,Expanded inspection,France - Dunkerque (GPM),8,,,,,
9319480,BOW ARCHITECT,Norway,Chemical tanker,12,20/09/2017,Expanded inspection,Netherlands - Rotterdam,2,,,,,
9386158,CHELSEA-5,Malta,General cargo/multipurpose,10,20/09/2017,Initial inspection,Russian Federation - Azov,3,,,,,
9360489,CUERA,Portugal,General cargo/multipurpose,11,20/09/2017,More detailed inspection,United Kingdom - Teesport,11,,,,,
9467225,DOUWE-S,Netherlands,General cargo/multipurpose,8,20/09/2017,Initial inspection,Norway - Sunndalsora,1,,,,,
9228784,DUKE I,Panama,Oil tanker,16,20/09/2017,Expanded inspection,Belgium - Antwerpen,1,,,,,
9681871,EREDINE,Singapore,Bulk carrier,3,20/09/2017,More detailed inspection,Estonia - Paldiski Lounasadam,1,,,,,
9195690,FRI OCEAN,Bahamas,General cargo/multipurpose,19,20/09/2017,More detailed inspection,United Kingdom - Glasson Dock,8,,,,,
9707015,GLOVIS CAPTAIN,Marshall Islands,Ro-Ro cargo,3,20/09/2017,Initial inspection,Belgium - Zeebrugge,1,,,,,
9017551,HEGEMANN II,Netherlands,Dredger,26,20/09/2017,More detailed inspection,Germany - Lubmin,1,,,,,
8508670,HICRI KAAN,Turkey,Chemical tanker,32,20/09/2017,Expanded inspection,Bulgaria - Varna,5,,,,,
8731459,HUNTER,Saint Vincent and the Grenadines,Other special activities,51,20/09/2017,More detailed inspection,Netherlands - Den Helder,3,,,,,
9722443,INDIGO LAKE,Hong Kong (China),Bulk carrier,4,20/09/2017,More detailed inspection,Canada - Nanaimo,1,,,,,
8903026,JAZZ,Cook Islands,General cargo/multipurpose,27,20/09/2017,More detailed inspection,Russian Federation - Eysk,2,,,,,
9484194,JOHN RAE,Antigua and Barbuda,General cargo/multipurpose,10,20/09/2017,More detailed inspection,Netherlands - Rotterdam,8,,,,,
8606006,KARBON,Estonia,General cargo/multipurpose,30,20/09/2017,Initial inspection,Russian Federation - Kaliningrad,1,,,,,
8903167,KNUD REEFER,Bahamas,Refrigerated cargo,27,20/09/2017,More detailed inspection,Russian Federation - Saint Petersburg,3,,,,,
9588615,KYDONIA,Greece,Bulk carrier,6,20/09/2017,Initial inspection,Netherlands - Amsterdam,2,,,,,
9675602,KYPROS SEA,Cyprus,Bulk carrier,4,20/09/2017,More detailed inspection,Poland - Gdynia,10,,,,,
8997144,LADA 2005,Saint Vincent and the Grenadines,General cargo/multipurpose,13,20/09/2017,More detailed inspection,Romania - Braila,4,,,,,
9728136,LOWLANDS COMFORT,Panama,Bulk carrier,2,20/09/2017,More detailed inspection,Sweden - Oxelosund,1,Detention,,,,
7350090,MOBY NIKI,Italy,Ro-Ro passenger ship,43,20/09/2017,Expanded inspection,France - Bastia,4,,,,,
9227326,MSC VIDISHA R.,Liberia,Container,15,20/09/2017,Initial inspection,Greece - Thessaloniki,1,,,,,
8811637,NAJVA 2,"Iran, Islamic Republic of",General cargo/multipurpose,29,20/09/2017,More detailed inspection,Russian Federation - Astrakhan,9,,,,,
9137739,NOFIT,Israel,General cargo/multipurpose,21,20/09/2017,More detailed inspection,Cyprus - Limassol,3,,,,,
9001930,NURDOGAN IMAMOGLU,Turkey,General cargo/multipurpose,27,20/09/2017,More detailed inspection,Russian Federation - Temryuk,2,,,,,
9617997,PRIVATLANTIC,Malta,Bulk carrier,5,20/09/2017,More detailed inspection,Spain - Cartagena,1,,,,,
9294202,RAINBOW,Hong Kong (China),Bulk carrier,13,20/09/2017,Expanded inspection,Lithuania - Klaipeda,1,,,,,
9749908,SAKIZAYA KALON,Panama,Bulk carrier,1,20/09/2017,More detailed inspection,Romania - Constanta,2,,,,,
9214018,SANDETTIE,Netherlands,General cargo/multipurpose,19,20/09/2017,Initial inspection,Sweden - Solvesborg,5,,,,,
9566291,SCALI REALI,Malta,Gas carrier,9,20/09/2017,More detailed inspection,Netherlands - Vlissingen,1,,,,,
9630418,SEASPAN HUDSON,Hong Kong (China),Container,3,20/09/2017,More detailed inspection,Greece - Piraeus,1,,,,,
6721008,TANAIS,Poland,General cargo/multipurpose,50,20/09/2017,More detailed inspection,Germany - Hamburg,1,,,,,
9160487,TESSA KOSAN,"Isle of Man, UK",Gas carrier,19,20/09/2017,Expanded inspection,Denmark - Hirtshals,1,,,,,
8857980,VELES,"Moldova, Republic of",General cargo/multipurpose,36,20/09/2017,More detailed inspection,Russian Federation - Rostov/Don,14,Detention,,,,
9017379,WILSON HUSUM,Barbados,General cargo/multipurpose,26,20/09/2017,Initial inspection,Denmark - Randers,1,,,,,
9177868,WILSON MERSEY,Barbados,General cargo/multipurpose,19,20/09/2017,More detailed inspection,United Kingdom - Teesside,6,,,,,
9320295,ARMONIA,Bahamas,Bulk carrier,12,21/09/2017,Expanded inspection,Greece - Tsiggelion,3,,,,,
9620968,BAHRI TABUK,Saudi Arabia,Ro-Ro cargo,4,21/09/2017,More detailed inspection,Spain - Bilbao,1,,,,,
9168491,BLUE BALANCE,Panama,Bulk carrier,20,21/09/2017,Expanded inspection,Greece - Chios,1,,,,,
9381990,BLUE SHIP,Malta,General cargo/multipurpose,12,21/09/2017,More detailed inspection,Italy - Chioggia,12,,,,,
9421178,BREB COURAGEOUS,Portugal,General cargo/multipurpose,9,21/09/2017,More detailed inspection,United Kingdom - Hartlepool,7,,,,,
9628570,BUNUN ACE,Panama,Bulk carrier,6,21/09/2017,Initial inspection,Belgium - Gent,5,,,,,
9127124,CAPE MARY,Cyprus,Bulk carrier,21,21/09/2017,Expanded inspection,Canada - Prince Rupert,3,,,,,
9449120,CHOPIN,Cyprus,Container,5,21/09/2017,More detailed inspection,Belgium - Antwerpen,4,,,,,
9636395,COREWISE OL,Panama,General cargo/multipurpose,5,21/09/2017,More detailed inspection,Spain - Cabezuela,1,,,,,
9837042,DEDETAS 2,Turkey,Passenger ship,1,21/09/2017,More detailed inspection,Greece - Kos,1,,,,,
9528158,DK IONE,Panama,Bulk carrier,7,21/09/2017,Initial inspection,Belgium - Gent,4,,,,,
9484948,EXPRESS ATHENS,Liberia,Container,6,21/09/2017,Initial inspection,United Kingdom - Felixstowe,1,,,,,
8500953,FFS ATLAS,Saint Vincent and the Grenadines,Tug,32,21/09/2017,Initial inspection,Poland - Gdansk,1,,,,,
9447902,MSC FILLIPPA,Liberia,Container,6,21/09/2017,More detailed inspection,United Kingdom - Felixstowe,5,,,,,
9113874,MUKARNAS,Panama,Bulk carrier,23,21/09/2017,Expanded inspection,Bulgaria - Varna,4,,,,,
9462067,NOVA STAR,Morocco,Ro-Ro passenger ship,9,21/09/2017,More detailed inspection,Spain - Algeciras,25,Detention,,,,
9279123,PALLIETER,Belgium,Dredger,14,21/09/2017,Initial inspection,Netherlands - Vlissingen,1,,,,,
9014286,PRINCESS ALAA,Sierra Leone,General cargo/multipurpose,26,21/09/2017,Expanded inspection,Russian Federation - Temryuk,11,,,,,
8876572,SHEKSNA,Belize,General cargo/multipurpose,25,21/09/2017,More detailed inspection,Germany - Hamburg,29,Detention,,,,
8628133,SORMOVSKIY-53,Russian Federation,General cargo/multipurpose,31,21/09/2017,More detailed inspection,Poland - Police,7,,,,,
9185554,STAD AMSTERDAM,Netherlands,Passenger ship,19,21/09/2017,More detailed inspection,Germany - Hamburg,2,,,,,
8714841,WALTER HAMMANN,Germany,General cargo/multipurpose,29,21/09/2017,More detailed inspection,United Kingdom - Goole,3,,,,,
8912259,ADVENTURER K,Belize,Bulk carrier,28,22/09/2017,Expanded inspection,Romania - Midia,9,,,,,
1007770,ALLEGRIA,"Cayman Islands, UK",Commercial yacht,16,22/09/2017,More detailed inspection,Italy - Naples,2,,,,,
9486295,ARINAGA,Malta,Bulk carrier,11,22/09/2017,More detailed inspection,Spain - Pasaia,2,,,,,
9333125,B. ATLANTIC,Marshall Islands,Chemical tanker,12,22/09/2017,Expanded inspection,Spain - Las Palmas,9,,,,,
9123324,BF PHILIPP,Portugal,Container,23,22/09/2017,More detailed inspection,Greece - Thessaloniki,4,,,,,
9159282,BITUMA 1,Morocco,Oil tanker,20,22/09/2017,Expanded inspection,Spain - Cabezuela,3,,,,,
8971188,BORIS PEVKIN,Comoros,General cargo/multipurpose,28,22/09/2017,More detailed inspection,Russian Federation - Rostov/Don,4,,,,,
9033701,C-HORSE,Togo,General cargo/multipurpose,27,22/09/2017,Expanded inspection,Greece - Rethimnon,38,Detention,,,,
8420426,CAP CAMARAT,Panama,Ro-Ro cargo,32,22/09/2017,Initial inspection,France - Marseille (GPM),1,,,,,
8013120,DNIPRO-7,Ukraine,Oil tanker,36,22/09/2017,Expanded inspection,Bulgaria - Burgas,5,,,,,
9384629,ESIL,Kazakhstan,Tug,15,22/09/2017,More detailed inspection,Russian Federation - Astrakhan,2,,,,,
9244116,EUROPEAN HIGHLANDER,Bahamas,Ro-Ro passenger ship,15,22/09/2017,Expanded inspection,United Kingdom - Larne,1,,,,,
9195858,FLUVIUS TAW,Barbados,General cargo/multipurpose,19,22/09/2017,More detailed inspection,France - Calais,2,,,,,
8227214,GOLIATH,United Kingdom,Other special activities,61,22/09/2017,More detailed inspection,France - Le Havre (GPM),10,,,,,
9310410,HEINA,Norway,Bulk carrier,12,22/09/2017,More detailed inspection,Ireland - Aughinish,1,,,,,
1012414,HERE COMES THE SUN,"Cayman Islands, UK",Commercial yacht,3,22/09/2017,More detailed inspection,Italy - Civitavecchia,1,,,,,
9431836,HOEGH BEIJING,Norway,Ro-Ro cargo,7,22/09/2017,Initial inspection,Belgium - Antwerpen,2,,,,,
8917209,JARO II,Curacao,Tug,27,22/09/2017,More detailed inspection,Netherlands - Rotterdam,4,,,,,
9423815,LOKE VIKING,Norway,Other special activities,9,22/09/2017,Initial inspection,United Kingdom - Immingham,1,,,,,
9222340,MELPOMENI,Panama,Bulk carrier,16,22/09/2017,More detailed inspection,Russian Federation - Saint Petersburg,3,,,,,
9399014,MSC BEATRICE,Panama,Container,8,22/09/2017,More detailed inspection,Malta - Marsaxlokk,2,,,,,
8319976,MY FILIZ,"Moldova, Republic of",General cargo/multipurpose,34,22/09/2017,More detailed inspection,Romania - Constanta,12,Detention,,,,
9440447,OC PEPEL,Malta,Bulk carrier,10,22/09/2017,More detailed inspection,Poland - Nowy Port/Gdansk,7,,,,,
9523366,POLAR KING,Cyprus,Other special activities,9,22/09/2017,More detailed inspection,Norway - Fredrikstad,2,,,,,
9410911,POSILLIPO,Italy,Chemical tanker,8,22/09/2017,More detailed inspection,Spain - Algeciras,1,,,,,
9196618,SEAWAYS SAKURA,Marshall Islands,Oil tanker,16,22/09/2017,Expanded inspection,Netherlands - Rotterdam,3,,,,,
9575228,SOUTHPORT EAGLE,Marshall Islands,Bulk carrier,5,22/09/2017,More detailed inspection,Russian Federation - Kavkaz,3,,,,,
9436276,SUA,Spain,General cargo/multipurpose,8,22/09/2017,More detailed inspection,United Kingdom - Ipswich,5,,,,,
9288760,SUNNY DAY,"Isle of Man, UK",Oil tanker,13,22/09/2017,Expanded inspection,Italy - Augusta,1,,,,,
9100126,SWAMI,Bahamas,General cargo/multipurpose,23,22/09/2017,More detailed inspection,Ireland - Drogheda,5,,,,,
9525584,TANA,Malta,Chemical tanker,8,22/09/2017,More detailed inspection,United Kingdom - Teesport,6,,,,,
9271377,TRIDENT HOPE,Panama,Oil tanker,15,22/09/2017,Expanded inspection,Spain - Bilbao,7,,,,,
9520132,WESTMINSTER,Singapore,Gas carrier,6,22/09/2017,More detailed inspection,France - Marseille (GPM),3,,,,,
9593799,ZHENG HENG,Panama,Bulk carrier,6,22/09/2017,More detailed inspection,Poland - Swinoujscie,3,,,,,
9231676,ALMA,Malta,Bulk carrier,15,23/09/2017,Expanded inspection,Bulgaria - Varna,5,,,,,
9345960,APL DENVER,"Gibraltar, UK",Container,10,23/09/2017,More detailed inspection,Netherlands - Rotterdam,6,,,,,
8002731,ATLANTIC,Faroe Islands,General cargo/multipurpose,37,23/09/2017,More detailed inspection,Sweden - Oskarshamn,22,Detention,,,,
9270488,CHEMTRANS MOON,Liberia,Oil tanker,14,23/09/2017,Expanded inspection,Belgium - Antwerpen,4,,,,,
9327346,ETRUSCO,Italy,Chemical tanker,12,23/09/2017,Expanded inspection,France - Marseille (GPM),3,,,,,
9319466,FINNMAID,Finland,Ro-Ro passenger ship,12,23/09/2017,Expanded inspection,Germany - Travemunde,1,,,,,
9686649,FRONT COUGAR,Marshall Islands,Oil tanker,2,23/09/2017,Initial inspection,Netherlands - Rotterdam,1,,,,,
8711772,MELA,"Moldova, Republic of",NLS tanker,30,23/09/2017,Expanded inspection,Russian Federation - Temryuk,10,,,,,
8914154,SEA HUNTER,Barbados,General cargo/multipurpose,27,23/09/2017,More detailed inspection,Portugal - Figueira da Foz,1,,,,,
9167344,SOLYMAR,Cyprus,General cargo/multipurpose,20,23/09/2017,More detailed inspection,Latvia - Skulte,4,,,,,
9699115,UASC UMM QASR,Marshall Islands,Container,3,23/09/2017,Initial inspection,Germany - Hamburg,1,,,,,
P170016,WICKED FELINA,Turkey,Commercial yacht,19,23/09/2017,More detailed inspection,Greece - Rhodes,6,Detention,,,,
9432115,ADAM ASNYK,Malta,General cargo/multipurpose,9,24/09/2017,More detailed inspection,Romania - Constanta,8,Detention,,,,
9397884,AFRICAN SUNBIRD,Panama,Bulk carrier,11,24/09/2017,More detailed inspection,Russian Federation - Kavkaz,4,Detention,,,,
9699256,GREMIO,Panama,Gas carrier,3,24/09/2017,Initial inspection,Greece - Aspropirgos,2,,,,,
9385879,GRUMANT,Russian Federation,Bulk carrier,11,24/09/2017,More detailed inspection,Germany - Brunsbuttel,20,Detention,,,,
9489417,POLA ATLANTIC,Malta,Bulk carrier,9,24/09/2017,More detailed inspection,Russian Federation - Saint Petersburg,6,,,,,
8230560,VOLGO-BALT 242,"Moldova, Republic of",General cargo/multipurpose,35,24/09/2017,Expanded inspection,Russian Federation - Rostov/Don,1,,,,,
8230388,AGNES,"Tanzania, United Republic of",General cargo/multipurpose,39,25/09/2017,Expanded inspection,Russian Federation - Rostov/Don,3,,,,,
9320635,ANGON,Portugal,General cargo/multipurpose,12,25/09/2017,More detailed inspection,Spain - Pasaia,1,,,,,
9316012,ATLANTIS ALDABRA,Malta,Chemical tanker,13,25/09/2017,More detailed inspection,Greece - Kalamata,5,,,,,
9711925,BRENDA,Panama,Bulk carrier,5,25/09/2017,Initial inspection,Belgium - Gent,5,,,,,
9183465,CEMBAY,Cyprus,General cargo/multipurpose,20,25/09/2017,More detailed inspection,United Kingdom - Plymouth,3,,,,,
9383560,CIUDAD DE CADIZ,France,Ro-Ro cargo,9,25/09/2017,Initial inspection,United Kingdom - Mostyn,1,,,,,
9320312,CLIPPER TRUST,Marshall Islands,Bulk carrier,11,25/09/2017,More detailed inspection,Portugal - Setubal,2,,,,,
9261918,CMA CGM FORT ST.GEORGES,France,Container,15,25/09/2017,Initial inspection,Germany - Hamburg,1,,,,,
9713832,DAIWAN GLORY,Hong Kong (China),Bulk carrier,2,25/09/2017,More detailed inspection,Romania - Constanta,3,,,,,
9315575,FAIRMOUNT SUMMIT,Netherlands,Other special activities,12,25/09/2017,Initial inspection,Malta - Valletta,1,,,,,
9357107,GEORGIA TRADER,Malta,Container,10,25/09/2017,Initial inspection,France - Rouen (GPM),1,,,,,
9614359,GLOBAL GOLD,Panama,Bulk carrier,6,25/09/2017,More detailed inspection,Canada - Nanaimo,3,,,,,
8521660,GLOMAR ENDURANCE,Panama,Other special activities,31,25/09/2017,More detailed inspection,Netherlands - Den Helder,5,,,,,
9002180,HAI FENG 896,China,Refrigerated cargo,28,25/09/2017,More detailed inspection,Spain - Las Palmas,2,,,,,
9113410,HARVEST MOON,Marshall Islands,Bulk carrier,22,25/09/2017,Expanded inspection,Germany - Hamburg,3,,,,,
9515694,KEN GIANT,Liberia,Bulk carrier,9,25/09/2017,Initial inspection,Italy - Venice,1,,,,,
9145920,KURIKOMA,Panama,Refrigerated cargo,21,25/09/2017,More detailed inspection,Malta - Valletta,2,,,,,
9496329,ORIENT ADVENTURE,Cyprus,Bulk carrier,7,25/09/2017,Initial inspection,Belgium - Gent,3,,,,,
9464584,ORIENT CHAMPION,Malta,Bulk carrier,8,25/09/2017,More detailed inspection,Poland - Gdansk,4,,,,,
8502391,PRINCESS SEAWAYS,Denmark,Ro-Ro passenger ship,32,25/09/2017,Expanded inspection,Netherlands - Amsterdam,1,,,,,
9322542,RANGER,Cyprus,Container,13,25/09/2017,More detailed inspection,United Kingdom - Belfast,2,,,,,
9080297,RESOLVE,United States,Ro-Ro cargo,23,25/09/2017,More detailed inspection,Germany - Bremerhaven,1,,,,,
8891560,RODION OSLYABYA,"Tanzania, United Republic of",General cargo/multipurpose,36,25/09/2017,More detailed inspection,Russian Federation - Azov,7,,,,,
8202941,SEA BIRD,Togo,General cargo/multipurpose,35,25/09/2017,Expanded inspection,Romania - Galati,4,,,,,
9271834,SEAWAYS ANTIGMAR,Marshall Islands,Chemical tanker,13,25/09/2017,Expanded inspection,Russian Federation - Ust-Luga,2,,,,,
9086588,SKANIA,Bahamas,Ro-Ro passenger ship,23,25/09/2017,Expanded inspection,Sweden - Ystad,1,,,,,
9785718,STI LA BOCA,Marshall Islands,Chemical tanker,1,25/09/2017,More detailed inspection,Netherlands - Rotterdam,4,,,,,
9620669,SUN DISCOVERER,Antigua and Barbuda,General cargo/multipurpose,8,25/09/2017,More detailed inspection,Spain - Cartagena,3,,,,,
9751987,THUMPER,Malta,Commercial yacht,4,25/09/2017,More detailed inspection,Italy - Naples,5,,,,,
9630030,TORILL KNUTSEN,United Kingdom,Oil tanker,4,25/09/2017,More detailed inspection,Sweden - Brofjorden,1,,,,,
9618501,TURQUOISE OCEAN,Liberia,Bulk carrier,6,25/09/2017,More detailed inspection,Poland - Gdynia,8,,,,,
9498884,ULUSOY-9,Turkey,Bulk carrier,10,25/09/2017,More detailed inspection,Romania - Constanta,3,Detention,,,,
7405091,WATER CLUBS,Palau,Livestock carrier,41,25/09/2017,Expanded inspection,Romania - Midia,10,,,,,
9304631,ALBAYZIN,Cyprus,Ro-Ro passenger ship,14,26/09/2017,Expanded inspection,Spain - Cadiz,10,,,,,
9225328,ASTON I,Panama,Chemical tanker,17,26/09/2017,More detailed inspection,Malta - Marsaxlokk,4,,,,,
8844139,AVIOR,Palau,General cargo/multipurpose,32,26/09/2017,Expanded inspection,Russian Federation - Rostov/Don,7,,,,,
9454228,BBC MARMARA,United Kingdom,General cargo/multipurpose,9,26/09/2017,More detailed inspection,Poland - Szczecin,2,,,,,
9421166,BREB COUNTESS,Portugal,General cargo/multipurpose,9,26/09/2017,More detailed inspection,Italy - La Spezia,12,Detention,,,,
7396642,CHALLENGER 1,Panama,General cargo/multipurpose,43,26/09/2017,More detailed inspection,Malta - Marsaxlokk,2,,,,,
9278650,CHEMBULK HONGKONG,Marshall Islands,Chemical tanker,15,26/09/2017,Expanded inspection,Belgium - Antwerpen,3,,,,,
9284867,DONOUSA,Liberia,Bulk carrier,13,26/09/2017,Expanded inspection,Romania - Constanta,8,,,,,
8411633,EEMS DELFIA,Netherlands,General cargo/multipurpose,33,26/09/2017,More detailed inspection,Germany - Brake,8,,,,,
9284245,FREEDOM LINE,Malta,Bulk carrier,12,26/09/2017,Expanded inspection,Canada - Vancouver,17,Detention,,,,
7516773,GALAXY,Cyprus,Ro-Ro passenger ship,39,26/09/2017,Expanded inspection,Italy - Bari,11,,,,,
9605188,HANZE GDANSK,Netherlands,Bulk carrier,5,26/09/2017,More detailed inspection,Norway - Fredrikstad,4,,,,,
9534298,JOHANN,Liberia,General cargo/multipurpose,9,26/09/2017,Initial inspection,Spain - Sevilla,3,,,,,
9751365,LV SONG HAI,Hong Kong (China),Bulk carrier,2,26/09/2017,More detailed inspection,Italy - Ravenna,2,,,,,
9806770,MEDI ASTORIA,Singapore,Bulk carrier,1,26/09/2017,More detailed inspection,Canada - Prince Rupert,5,,,,,
9035101,MEGA EXPRESS FIVE,Italy,Ro-Ro passenger ship,25,26/09/2017,Expanded inspection,France - Toulon,3,,,,,
9493913,NESTOR,Liberia,Bulk carrier,7,26/09/2017,Initial inspection,Netherlands - Rotterdam,4,,,,,
9646675,ORPHEUS,Liberia,Bulk carrier,6,26/09/2017,More detailed inspection,Spain - Malaga,2,,,,,
9469041,PETALON,Greece,Bulk carrier,7,26/09/2017,More detailed inspection,Belgium - Gent,3,,,,,
9492062,RIO GRANDE,Bahamas,Oil tanker,5,26/09/2017,More detailed inspection,Spain - Cartagena,3,,,,,
9615676,SFL KATE,Hong Kong (China),Bulk carrier,6,26/09/2017,More detailed inspection,Italy - Civitavecchia,6,,,,,
9230127,SIRINA,Malta,Bulk carrier,16,26/09/2017,Expanded inspection,Latvia - Riga,1,,,,,
8230493,VOLGO-BALT 235,Panama,General cargo/multipurpose,36,26/09/2017,More detailed inspection,Russian Federation - Rostov/Don,4,,,,,
9276250,YELLOW RAY,Liberia,Chemical tanker,15,26/09/2017,Expanded inspection,Belgium - Antwerpen,2,,,,,
